uuid,question,options,answer,answer_letter,discipline,field,subfield,difficulty,is_calculation
d065be9ea30d401d8ba8299000641d36,"What percentage of voters were against the constitutional referendum held in Ghana on April 27, 1960?","[11.39%, 11.33%, 11.50%, 11.55%, 11.35%, 11.53%, 11.37%, 11.51%, 11.57%, 11.59%]",11.53%,F,Law,Political Science,Political Science,easy,false
623c950ccb704a41bae795dbb2afdf45,"Which article of the Advertising Law revised in 2015 stipulates that 'advertisements shall not contain false or misleading content, and shall not deceive or mislead consumers'?","[Article 8, Article 5, Article 9, Article 10, Article 14, Article 4, Article 6, Article 7, Article 2, Article 3]",Article 4,F,Law,Law,Civil and Commercial Law,easy,false
0340dcefc8134351ad7f600485a49dca,Which jurist first proposed the concept of totalitarianism and used the term 'Total State (Totalstaat)' in the 1920s?,"[Max Weber, Benito Mussolini, Carl Schmitt, Giovanni Gentile]",Carl Schmitt,C,Law,Political Science,Political Science,easy,false
b74228198b6342d490721d7177f3d61d,"Who are the five judges of the Supreme Court who restored the awards and delivered a judgment that the ""Bharat Ratna and Padma awards are not titles under Article 18 of the Constitution of India?""","['Ahmadi C. J., Kuldip Singh, B. P. Jeevan Reddy, N. P. Singh, and S. S. Desai.', 'Ahmadi C. J., Kuldip Singh, B. P. Jeevan Reddy, N. P. Singh, and S. S. Agrawal.', 'Ahmadi C. J., Kuldip Singh, B. P. Jeevan Reddy, N. P. Singh, and S. Saghir Ahmad.', 'Ahmadi C. J., Kuldip Singh, B. P. Jeevan Reddy, N. P. Singh, and S. S. Dave.', 'Ahmadi C. J., Kuldip Singh, B. P. Jeevan Reddy, N. P. Singh, and S. S. Ahluwalia.', 'Ahmadi C. J., Kuldip Singh, B. P. Jeevan Reddy, N. P. Singh, and S. S. Kapur.', 'Ahmadi C. J., Kuldip Singh, B. P. Jeevan Reddy, N. P. Singh, and S. S. Mehta.', 'Ahmadi C. J., Kuldip Singh, B. P. Jeevan Reddy, N. P. Singh, and S. S. Nijjar.', 'Ahmadi C. J., Kuldip Singh, B. P. Jeevan Reddy, N. P. Singh, and S. S. Lal.', 'Ahmadi C. J., Kuldip Singh, B. P. Jeevan Reddy, N. P. Singh, and S. S. Sirohi.']","Ahmadi C. J., Kuldip Singh, B. P. Jeevan Reddy, N. P. Singh, and S. Saghir Ahmad.",C,Law,Law,Constitutional and Administrative Law,easy,false
a574c4fe48384340a72d8e7d6b1244d4,"What is the month, day, and year that the United States removed Eritrea from the ""Counterterror Non-Cooperation List""?","['May, 28, and 2020', 'May, 28, and 2018', 'May, 28, and 2022', 'May, 28, and 2019', 'May, 28, and 2016', 'May, 28, and 2017', 'May, 28, and 2014', 'May, 28, and 2021', 'May, 28, and 2023', 'May, 28, and 2015']","May, 28, and 2019",D,Law,Political Science,Political Science,easy,false
c1c508297fe14461bb0236cb4949f673,"What doctrine did Ketanji Brown Jackson use to uphold her decision that ""the suits should be brought in Malaysia, not the U.S.""?","[forum non conveniens, forum non conveniens doctrine, forum non conveniens principle, forum conveniens principle, forum non conveniens rule, forum inconvenientiae, forum conveniens theory, forum non conveniens theory, forum conveniens, forum conveniens doctrine]",forum non conveniens,A,Law,Law,International Law,easy,false
9c9dc2f9fb1345c4aede406962c23b86,What is the Public Law statute for the Juneteenth National Independence Day Act?,"['Public Law No: 117-18', 'Public Law No: 117-13', 'Public Law No: 117-16', 'Public Law No: 117-15', 'Public Law No: 117-10', 'Public Law No: 117-14', 'Public Law No: 117-19', 'Public Law No: 117-11', 'Public Law No: 117-17', 'Public Law No: 117-12']",Public Law No: 117-17,I,Law,Law,Constitutional and Administrative Law,easy,false
f9a64a693e96405e8ebc992a16265216,What was Augustine George Masih's position just before being appointed as a judge of the Supreme Court of India?,"[Former chief justice of the Allahabad High Court, Former chief justice of the Himachal Pradesh High Court, Former chief justice of the Jharkhand High Court, Former chief justice of the Chhattisgarh High Court, Former chief justice of the Delhi High Court, Former chief justice of the Calcutta High Court, Former chief justice of the Rajasthan High Court, Former chief justice of the Bombay High Court, Former chief justice of the Punjab and Haryana High Court, Former chief justice of the Madras High Court]",Former chief justice of the Rajasthan High Court,G,Law,Law,Procedural Law,easy,false
b7c6c1641e6e4251a5a786d130bd5118,"In what year was the Compact of Free Association approved by plebiscites in the Marshall Islands and Micronesia, and by the U.S. Congress?","[1989, 1984, 1982, 1986, 1987, 1983, 1988, 1985, 1980, 1981]",1985,H,Law,Political Science,Political Science,easy,false
cb40179461d541f6a0b187d7b7888802,"On June 24, 2021, which political party did Hong Joon-pyo rejoin?","['People Power Party (June 2020).', 'People Power Party (2021).', 'People Power Party (June 2021).', National Party., People Power Party., 'People\'s Power Party (2020).', Liberty Korea Party., 'People\'s Party.', 'People\'s Power Party (2022).', Democratic Party.]",People Power Party.,E,Law,Political Science,Political Science,easy,false
731a697dbce440a5802f62f769245202,"In the Schengen visa system, does a citizen need a passport check when traveling to another Schengen country?","[No, 'Yes, but only for identity verification.', 'Yes, but only for the first entry into the Schengen Area.', 'Yes, but only for random checks.', 'Yes, but only for initial entry and re-entry after leaving the Schengen Area.', 'Yes, but only for initial entry and security checks.', 'Yes, but only for security checks.', 'Yes, but only for initial entry and random checks.', 'Yes, but only for border control checks.', 'Yes, but only for re-entry after leaving the Schengen Area.']",No,A,Law,Law,International Law,easy,false
de2b62ef0d964b02b45d3379afcd9f6a,"What years did Ana Figueroa represent Chile as ""Minister Plenipotentiary"" at the United Nations?","[1952-54, 1953-55, 1950-53, 1949-51, 1951-54, 1950-54, 1951-53, 1952-53, 1950-51, 1950-52]",1950-52,J,Law,Political Science,Political Science,easy,false
43cbc2994f7b43e2a3372b8ad818fe9d,In which year did Croatia officially abolish the death penalty?,"[1998, 1999, 1991, 1993, 1990, 1997, 1996, 1995, 1994, 1992]",1997,F,Law,Law,Criminal Law,easy,false
534a2efd673f4465ad4dc1f379594aec,"Congress has recently enacted a statute requiring all males between the ages of 18 and 30 to take a physical examination each year. The results of the exam are sent to a government data information center for the purpose of keeping information about men who may be drafted into the military. A 25-year-old law school graduate has herpes. He has recently sent resumes to many governmental agencies. Fearful that the information about his herpes condition will become available, he seeks a declaratory judgment that would forbid the government from requiring him to take a physical examination. Which of the following is the best constitutional basis in support of the federal law?","[The privileges and immunities clause., The necessary and proper clause., The due process clause., To provide for the general welfare., The supremacy clause., The commerce clause., The dormant commerce clause., To raise and support an army and navy., The equal protection clause., The full faith and credit clause.]",To raise and support an army and navy.,H,Law,Law,Military Law,easy,false
dec4a65cbec342758035e2d3dab79987,"Karl Marx says, ""In a democracy, the law is king; In an authoritarian state, the king is the law."" Which of the following statements about Marx's passage is correct?(Choose the option that includes all the correct statements)?\nI. There are only democratic laws, not authoritarian laws\nII. In a democratic country, the monarch or king cannot take part in legislation\nIII. In a despotic state, the will of the king cannot be elevated into law\nIV. A country that practises democracy is also a country that practises the principle of the supremacy of law","[I and II, Only IV, 'I ,II and IV', Only I, I and IV, Only II, 'I ,II and III', 'II ,III and IV', Only III, I and III]",Only IV,B,Law,Law,Law and Social Governance,middle,false
f717876317cc4f1ca68f7e77873e9d91,"Austrian jurist Ehrlich pointed out in his Principles of the Sociology of Law: ""In the present and any other era, the development of law is not focused on legislation, nor on jurisprudence or judicial decisions, but on society itself."" Which of the following is the correct interpretation of the meaning of this sentence? (Choose the option that includes all the correct interpretations)\nI.Law is the product of society and the product of The Times\nII. The law of the state is not based on the law of society\nIII. The change of law is not affected by the process of social development\nIV. In any era, as long as law is based on society, it can develop independently from legislation, jurisprudence and judicial decisions","[Only III, Only II, 'II ,III and IV', 'I ,II and III', 'I ,II and IV', I and IV, I and III, Only IV, Only I, I and II]",Only I,I,Law,Law,Law and Social Governance,middle,false
fe99fd746c5b4e08a90f019155485992,"Congress recently enacted a statute permitting a governmental agency to make a gift of federal property to private individuals or organizations, provided that it be used ""to further good relations and better understanding with foreign governments. ""The Secretary of Defense planned to give an old military cargo plane to a national organization who supports future pilots. Before making the gift, the Secretary was approached by the head of a church. The church leader indicated that he would be sponsoring a worldwide crusade and suggested to the Secretary that such an undertaking would serve to strengthen relations with foreign governments. The Secretary donated the plane to the church instead of the organization. Who would have the best standing to challenge the Secretary's action?","[A citizen of the United States., A state within the United States., A member of the church., A federal court., A foreign government., The national organization., Any resident in the United States., A taxpayer of the United States., A member of Congress., The Secretary of Defense himself.]",The national organization.,F,Law,Law,Military Law,easy,false
2977c47ad68749458cf62f455e4c359b,Which of the following military laws addresses a criminal behavior?,"[Article 120.2, Article 121, Article 120.3, Article 120, Article 120.1, Article 32, Article 120.5, Article 134, Article 122, Article 15]",Article 120,D,Law,Law,Military Law,easy,false
b7ad895a46254aa0ac3fade3501eee4b,"For a person with dual nationality, the effective nationality is determined by ().","[His social status in the country, His blood relationship with the country, His length of residence in the country, His economic contribution to the country, His legal ties to the country, His significant contributions to the country, His personal preference for the country, His significant ties to the country, His cultural ties to the country, His genuine connection with the country]",His genuine connection with the country,J,Law,Law,Legal Theory and Legal History,easy,false
00f1258904df424cbfa443d10955d45f,"Who is the author of the Law of War and Peace, known as the father of international law?","[Savini, Bentham, Grotius, Pufendorf, Reese]",Grotius,C,Law,Law,Legal Theory and Legal History,easy,false
62ccbaf240144567a7afde5a765b0923,The body established by the United Nations specifically to codify international law is ().,"[International Court, United Nations International Law Committee, United Nations International Law Commission, Security Council, United Nations International Law Council, United Nations Legal Committee, International Law Commission, United Nations Legal Council, Legal Committee]",International Law Commission,G,Law,Law,Legal Theory and Legal History,easy,false
8a568c556b6045ab87c7bcaaa7350f9b,"In the legislation for personal information protection, which of the following issues need to be considered:","[Whether the processing of personal information does not require specific technical measures for security, Whether the definition of personal information does not vary by jurisdiction, Which information is considered personal information protected by law, Whether sensitive information of special groups does not need special protection, What restrictions are not needed for the commercial use of personal information, Which entities cannot infringe on personal information, Whether the processing of personal information does not require regular audits and compliance checks, Whether the sharing of personal information with third parties does not require explicit consent, Whether the storage of personal information does not require specific technical measures for security, Whether the collection of personal information does not require explicit consent]",Which information is considered personal information protected by law,C,Law,Law,Law and Social Governance,easy,false
02d474ece06d41dfaf00ebb12d04b46a,Which of the following does NOT constitute an act of patent infringement?,"['Company A, which obtained a compulsory license to implement, licensed others to implement the patent technology', 'Company A sold products that infringed on others\' patents without knowing and could prove the legal source of the products', 'Company A, which obtained a compulsory license to implement, used the patented technology for internal research and development but also sold the products without licensing others', 'To provide information required for administrative approval, Company A manufactured its patented drug without the consent of the patentee', 'After Company A signed an exclusive implementation license contract with the patentee, it licensed its subsidiary Company B to implement the patent technology', 'Company A, which obtained a compulsory license to implement, used the patented technology for internal research and development but also sold the products without the consent of the patentee and without paying royalties, while also licensing others to use the products without the consent of the patentee', 'Company A, which obtained a compulsory license to implement, used the patented technology for internal research and development but also licensed others to use the products without the consent of the patentee', 'Company A, which obtained a compulsory license to implement, used the patented technology for internal research and development but also sold the products without the consent of the patentee and without paying royalties', 'Company A, which obtained a compulsory license to implement, used the patented technology for internal research and development but also sold the products without the consent of the patentee', 'Company A, which obtained a compulsory license to implement, used the patented technology for internal research and development without licensing others']","To provide information required for administrative approval, Company A manufactured its patented drug without the consent of the patentee",D,Law,Law,Civil and Commercial Law,middle,false
c404797917f04a1894d48b6dd2f6cb1e,Which of the following situations may constitute the crime of infringing upon citizens' personal information as stipulated in the Criminal Law:,"['Illegally selling or providing location tracking information, which is used by others for non-criminal activities', 'Selling or providing location tracking information, which is used by others for criminal activities', 'Knowing that others are using citizens\' personal information to commit crimes, selling or providing it to them', 'Illegally selling citizens\' personal information, with illegal gains exceeding 5,000 yuan', 'Illegally selling or providing location tracking information, which is used by others for minor offenses', 'Illegally selling or providing location tracking information, which is used by others for criminal activities, but the seller has a reasonable belief that the information will not be used for such purposes', 'Illegally selling or providing location tracking information, which is used by others for criminal activities, but the seller is unaware of the criminal intent', 'Illegally selling or providing location tracking information, which is used by others for serious criminal activities', 'Providing more than 50 pieces of citizens\' personal information obtained during the performance of duties to others', 'Illegally selling or providing location tracking information, but the information is not used for criminal activities']","Selling or providing location tracking information, which is used by others for criminal activities",B,Law,Law,Criminal Law,middle,false
96fd51facf884fc8bb02e069bdd9686e,"A woman who was three months pregnant enrolled in a pre-natal and post-natal exercise program at the local gymnasium. The contract signed by the woman was to last for one year and called upon the woman to pay \$2,000 in quarterly payments of \$500. The contract also specified that all fees were non-refundable. Upon signing the contract, the woman made her first payment of \$500 and started classes the next day. The woman attended classes on a regular basis for the next three months. At the end of the three-month period, the woman was involved in an automobile accident. Although she was not seriously injured, her doctor advised the woman that she needed complete rest. Her doctor told her to avoid strenuous activity and advised her to discontinue her pre-natal exercise classes. One week later, the woman received a billing notice from the gymnasium, indicating that her second installment payment of \$500 was past due. She immediately telephoned the manager of the gymnasium and informed him that she would not be attending any further classes because of her accident. Also, the woman said she did not feel obligated to make any additional payments. Which of the following most accurately describes the woman's duty to pay the gymnasium the second installment fee of \$500?","['It would not be excused, because the woman\'s inability to attend the classes does not affect the gymnasium\'s ability to provide them.', 'It would be excused, because the essential purpose of the contract was frustrated.', 'It would be excused, because the accident was an unforeseen event that made it impossible for her to continue the classes.', 'Both It would be excused, because the essential purpose of the contract was frustrated and It would not be excused, because the woman did not negotiate a clause in the contract that would allow for cancellation in the event of a health emergency are correct', 'It would not be excused, because the contract stipulated that no fees would be refundable.', 'It would be excused, because of impossibility of performance.', 'It would not be excused, because the woman voluntarily entered into the contract knowing that it was non-refundable.', 'It would not be excused, as the gymnasium offered services that the woman could no longer use due to personal reasons.', 'It would not be excused, because the woman did not negotiate a clause in the contract that would allow for cancellation in the event of a health emergency.', 'It would be excused, because the woman\'s health conditions changed due to no fault of her own.']","It would be excused, because the essential purpose of the contract was frustrated.",B,Law,Law,Contract Law,middle,false
a41a86b0e544464dac5a946019178a0d,Which of the following functions is not included in the 11th schedule of the Constitution (73rd Amendment)?,"[Libraries, Public health services, Water supply, Emergency response, Emergency services, Family welfare, Fire services, Emergency management, Cultural activities]",Fire services,G,Law,Political Science,Political Science,middle,false
235db5b7c9314f7abf353844fdf39a37,"() is a federal law enforcement officer program derived from common law and constitutional torts if a law enforcement officer is protecting someone from a violent crime, providing immediate assistance to a person who has suffered physical harm, and preventing a person who has committed a violent crime from fleeing.","['Officer\'s Rescue Clause', Civil Defense Doctrine, Federal Shield Protocol, Protective Service Code, Civil action for deprivation of rights, 'Lawman\'s Relief Initiative', Response Immunity Act, Emergency Shield Policy, Statutory Immunity Rule, Safe Harbor Clause]",Civil action for deprivation of rights,E,Law,Law,Constitutional and Administrative Law,middle,false
b56f3070fbca464c9191fa79d48fa9b9,Which of the following compulsory measures is not a compulsory measure in criminal proceedings ( ).,"[Forced attendance at trial, Arrest, Fine, Residential surveillance, House arrest, Assets freezing, Surveillance without residence, Temporary detention, Bail pending trial, Live streaming of trial]",Fine,C,Law,Law,Criminal Law,middle,false
3f7cf63f39824e6792f30d8b2e636520,"Under China's Property Law, according to the General Principles of Civil Law, which of the following is not considered a civil right?","[Personal rights, Intellectual property rights, Voting rights, Succession rights, Family rights, Contractual rights, Property rights, Tort rights, Administrative rights, Consumer rights]",Administrative rights,I,Law,Law,Civil and Commercial Law,middle,false
b6fa69981473483ebdc3695d63dd7a0f,"A car dealership entered into a written agreement with an eight-year-old child in which the dealership would sell the child a used sedan for \$10,000, as long as the child paid \$2,000 up front. The child paid the $2,000 up front but then refused to accept delivery of the vehicle and refused to pay the additional \$8,000. Both the dealership and the child brought suit against one another for damages.
Which party is most likely to prevail?","['The child, because the child was induced by unfair practices.', 'The dealership, because the contract terms were completely clear.', 'The dealership, because the child showed bad faith in negotiations.', 'The dealership, because the child breached the contract by refusing to pay the $8,000.', 'The child, because the dealership was in breach of the contract.', 'The child, because the child did not complete the entire payment.', 'The child, because the child partially performed and the contract was voidable.', 'The child, because the contract was never legally binding.', 'The dealership, because the dealership incurred a significant loss.', 'The dealership, because the dealership had performed its part of the contract.']","The child, because the child partially performed and the contract was voidable.",G,Law,Law,Contract Law,middle,false
f85610bcf76a4f9c80bace5632ad0bb8,"A plaintiff sued a trucking company for injuries allegedly suffered when a speeding truck jackknifed and struck her car. Which of the following pieces of evidence, if offered by the plaintiff, is most likely to be admitted by the court?","['Testimony from the trucking company\'s insurance company about their willingness to settle the case.', 'Testimony from the truck driver\'s spouse concerning the driver\'s habit of speeding.', Testimony concerning subsequent repairs to the truck paid for by the trucking company where they have stipulated to ownership., 'Testimony from the plaintiff\'s doctor about her previous health conditions.', Color pictures of a plastic surgeon operating on the plaintiff showing the incision and bloody surgical tools., Testimony of a surprise witness to the accident when the court is willing to grant the trucking company a continuance to prepare for crossexamination., 'Photographs of the plaintiff\'s car before the accident, showing it in a damaged state.', 'Testimony from the plaintiff\'s mother about her daughter\'s pain and suffering.', Testimony from a mechanic who inspected the truck after the accident and found it to be in perfect condition., 'Testimony from the plaintiff\'s boss concerning the amount of time she has missed work, when payroll records had already been admitted as evidence of the plaintiff\'s lost wages.']",Testimony of a surprise witness to the accident when the court is willing to grant the trucking company a continuance to prepare for crossexamination.,F,Law,Law,Procedural Law,middle,false
fcc89c01a53b43aa884413f6a45a78e1,"A defendant, a nurse at a nursing home, is charged with murdering a resident at the home by adding an allegedly lethal substance to the resident's food. At trial, to prove that the substance added to the resident's food could result in death, the prosecutor, without first calling any witnesses, offers to read into evidence several pages from a standard medical treatise that support the prosecution's claim that the substance the defendant added to the food is lethal. Is the evidence offered admissible?","['Yes, because the prosecutor is allowed to introduce evidence without calling witnesses.', 'No, because the treatise itself must be introduced as an exhibit.', 'Yes, because the treatise is a public document and therefore exempt from the hearsay rule.', 'No, because the treatise excerpts are considered hearsay and do not qualify for an exception.', 'No, because the treatise excerpts were not offered during the examination of a qualified expert.', 'Yes, because the prosecution is merely providing evidence that supports their claim.', 'No, because the treatise must be confirmed by an expert in the field before being admissible.', 'No, because the substance\'s lethal nature is not relevant to the case.', 'Yes, because the lethal nature of the substance is relevant to the defendant\'s state of mind and intent.', 'Yes, although hearsay, under the learned treatise exception to the hearsay rule.']","No, because the treatise excerpts were not offered during the examination of a qualified expert.",E,Law,Law,Procedural Law,middle,false
1b0d029bbd224a539f1558d1c16327f0,"A victim and a defendant both worked as longshoremen at a shipyard. After the victim was shot to death, the defendant was tried for murder and acquitted. Following the acquittal, the victim's estate sued the defendant in a wrongful death action. During the civil trial, the victim's estate called a witness to testify. The witness, who worked with both men at the shipyard, testified that two weeks before the shooting, the victim came to work with a broken nose and said that the defendant had caused it. The attorney for the victim's estate then asked the witness the following question, ""Was the defendant present during your conversation with the victim, and if so, did he say anything about the victim's broken nose?"" The witness replied, ""Yes, the defendant was present, and after the victim told me that the defendant broke his nose, the defendant said, And that's only the beginning. ""Upon objection by the defendant's attorney, the witness's testimony is","['inadmissible, because it is a character evidence.', 'admissible, because it constitutes an excited utterance.', 'admissible, because it reports a declaration against interest.', 'admissible, because it is considered a prior bad act.', 'inadmissible, because it is a prejudicial evidence.', 'inadmissible, because it is hearsay not within any recognized exception.', 'admissible, because it reports the defendant\'s adoptive admission of the victim\'s assertion.', 'inadmissible, because of the principle of collateral estoppel.', 'admissible, because it is a statement made by a party opponent.', 'inadmissible, because it violates the defendant\'s right to confront the witnesses against him.']","admissible, because it reports the defendant's adoptive admission of the victim's assertion.",G,Law,Law,Procedural Law,middle,false
d5ff9fd90d6b4421afe80697e644f112,"A woman attended a private university. One afternoon she was approached by a photographer for a magazine, who asked her if she would be interested in posing nude for an upcoming issue. The woman, who was an aspiring model, agreed and posed for a number of nude pictures, which subsequently appeared in the magazine. Afterward, administrators and professors at the university began to harass her for what they considered to be imprudent behavior. During class, her instructors frequently called her ""Playmate"" and ""Stripper. "" Consequently, the woman brought suit in federal court against the university, alleging harassment, and seeking an injunction and damages. After this action was instituted, the university signed a stipulation agreeing not to harass her in the future. The federal court should now","[dismiss the case because the woman did not file a complaint with the university first., dismiss the action as moot., dismiss the action because there is no case or controversy., dismiss the action since the issues are no longer ripe., dismiss the action because the university has agreed to stop the harassment., dismiss the case because it involves a private institution., hear the case., dismiss the action because the woman agreed to pose for the pictures., 'hear the case because the woman\'s career could be affected.', 'hear the case because the woman\'s rights have been violated.']",hear the case.,G,Law,Law,Procedural Law,middle,false
0e810f4bf97244c48366109d91f6b0fd,"Two college students were members of the same fraternity. During a fraternity party, the defendant pulled out a gun, pointed it at the other student and said, ""Beg for your life, sucker. "" The student, who knew that the defendant had a reputation as a practical joker, said, ""Get lost, you jerk. "" The defendant then pulled the trigger and shot the student to death. A statute in this jurisdiction provides: ""Any intentional and premeditated killing with malice aforethought is murder in the first degree. Murder in the second degree is any killing that occurs during the commission or attempted commission of a serious or inherently dangerous felony. Manslaughter includes all other types of unlawftil homicide and unjustifiable killings. ""The defendant was subsequently prosecuted for killing the student. At trial, the defendant testified that a fellow fraternity member gave him the gun before the shooting and told him that it was unloaded. If the jury believes the defendant, it should find him","['guilty of first-degree murder, due to malice aforethought.', not guilty due to lack of intent., 'guilty of assault, but not murder or manslaughter.', 'guilty of homicide, but not manslaughter or murder.', guilty of second-degree murder., guilty of first-degree murder., guilty of assault and manslaughter., 'not guilty, as he was misinformed about the gun being loaded.', 'guilty of second-degree murder, due to the commission of a dangerous act.', guilty of manslaughter.]",guilty of manslaughter.,J,Law,Law,Criminal Law,middle,false
c30cc3bba5eb4d14b9612e03ee7ee30f,"A woman was married to a very wealthy man who had a generous life insurance policy. Deciding that she had had enough of married life, and desiring to spend more time with her boyfriend, she began to plan an early and unexpected demise for her husband. The woman devised a scheme whereby she would contaminate her husband's guacamole with a poisonous substance called strychnine. To facilitate her plan, she enlisted the help of her boyfriend. At first, the boyfriend adamantly refused to go along with her scheme, but when the woman threatened to break off their relationship, he reluctantly agreed. The boyfriend, a pre-med student, got the strychnine from the pharmacy by telling them that he was using it for an experiment with rats. The boyfriend then gave the strychnine to the woman, who sprinkled it in her husband's guacamole. The husband died from the poisoning. A statute in the jurisdiction provides: ""Any intentional and premeditated killing or one occurring during the perpetration of a felony, is murder in the first degree. Murder in the second degree is murder with intent to cause serious bodily harm. Manslaughter is an unlawful killing due to recklessness. "" Assault with intent to kill or to cause serious physical injury is a felony in the jurisdiction. There are no separate felonies relating to adulterating food or poisoning. The most serious crime for which the boyfriend can properly be convicted is","[second-degree murder., conspiracy to commit murder., no crime., manslaughter., aiding and abetting a felony., accessory to murder., attempted murder., assault with intent to kill., first-degree murder., possession of a deadly substance.]",first-degree murder.,I,Law,Law,Criminal Law,middle,false
e499276c85a1463ea85158a22f2f9c4d,In which of the following situations is the defendant's conduct most likely to make him criminally responsible for the victim's death?,"['The defendant, a doctor, made a mistake during a routine surgery, causing the victim to need further surgery. The victim died on the operating table during the second surgery.', 'The defendant, who was a bartender, served the victim alcohol. The victim left the bar heavily intoxicated and drove home. On the way, the victim crashed his car and died.', 'A defendant, who was a professional boxer, punched the victim during a match. The victim seemed fine after the match but died from a brain hemorrhage a week later.', 'A defendant and a victim lived in the same apartment building. The defendant knew that the victim was having a love affair with a married woman. One day, the defendant learned that the victim was to be murdered by the married woman\'s husband. Although the defendant had ample time to warn the victim, he failed to do so. That night, the victim was stabbed to death by the husband.', 'A defendant and a victim were arguing in a bar. The defendant, in a fit of anger, shoved the victim. The victim fell, hitting his head on a table. The victim got up, apparently uninjured, and left the bar. The next day, the victim slipped on a patch of ice and hit his head, resulting in fatal injuries.', 'A defendant shot a victim in the head. The victim was then taken to a hospital for treatment of the wound. An earthquake later struck the city, causing the hospital to collapse. The victim was crushed to death in the rubble.', 'The defendant sold the victim a used car. Unbeknownst to the defendant, the car had faulty brakes. The victim died in a car accident when the brakes failed.', 'A victim, who was a gambler, was heavily in debt to the mob. The defendant, who was a mob enforcer, threatened to kill the victim if he didn\'t pay up. Frightened, the victim boarded the next airplane flight out of town. The airplane crashed, and the victim was killed.', 'A defendant and a victim were driving to work together when the defendant, without provocation, stabbed the victim in the arm. The defendant then pushed him out of the car. The victim fell along the side of the street and fractured his ankle. Unable to move from the roadway, the victim was fatally crushed a half-hour later by a car driven by a drunk driver.', 'The defendant, who was a drug dealer, sold the victim drugs. The victim overdosed and died. The autopsy revealed that the victim had a heart condition that made him more susceptible to overdosing.']","A defendant and a victim were driving to work together when the defendant, without provocation, stabbed the victim in the arm. The defendant then pushed him out of the car. The victim fell along the side of the street and fractured his ankle. Unable to move from the roadway, the victim was fatally crushed a half-hour later by a car driven by a drunk driver.",I,Law,Law,Criminal Law,middle,false
4001403d7ffd4cb4ac3912d6b183d75d,"A man and a woman conspired together to rob a bank. As they were exiting the bank after the robbery they were confronted by armed tactical police officers. The man raised his gun at the officers and a flurry of shots followed. The man was injured but survived; the woman co-conspirator died from a police officer's bullet. The authorities charged the man with felony-murder of the woman. He was convicted and appealed. Under the prevailing modern view of felony murder, will the appellate court likely reverse the first-degree murder conviction?","['Yes, because the felony murder rule has been declared unconstitutional.', 'No, because the man\'s decision to raise his gun at the officers instigated the shooting, making him responsible for the woman\'s death.', 'No, because all states recognize that felony murder applies to any deaths that occur during the commission of the crime regardless of who fired the fatal shot.', 'Yes, because the felony murder rule only applies when the defendant is the one who directly causes the death.', 'No, because the man was part of the crime and his actions led directly to the woman\'s death.', 'Yes, because the woman was a co-conspirator, not a victim of the crime, and therefore her death does not qualify as a felony murder.', 'No, because felony murder applies regardless of who fires the fatal shot as long as a death occurred during the commission of the felony.', 'Yes, because the majority view is that felony murder does not apply if a co-conspirator is killed by a third person during the commission of the crime.', 'No, because the man started the flurry of shots instead of surrendering; he caused the woman\'s death and is guilty of first degree murder.', 'Yes, because the police officer who shot the woman should be the one charged with murder, not the man.']","Yes, because the majority view is that felony murder does not apply if a co-conspirator is killed by a third person during the commission of the crime.",H,Law,Law,Criminal Law,middle,false
e517573d132c4d7f8db6606d21c26c28,"A man was arrested under a criminal statute that prohibited public intoxication. A magistrate fined him $100 and sentenced him to a weekend in jail. On appeal, he had a de novo trial before a county trial court. He presented medical testimony diagnosing the disease of alcoholism, which was marked by a nearly uncontrollable urge to drink. The defense claimed that a person could not be convicted for suffering from a disease process. The state simply argued that the man had no defense to what he did. The U.S. Supreme Court accepted the man's appeal after his conviction. Will the Court likely reverse the conviction?","['Yes, because when a person acts under a compulsion that is part of a medical disease, this negates criminal intent.', 'Yes, because the man was not given a fair trial at the county court.', 'Yes, because the law is discriminatory against people with alcoholism.', 'Yes, because it is unconstitutional to punish someone for the status of being an alcoholic or a drug addict.', 'No, because the man was sane and knew the difference between right and wrong when he was sober.', 'No, because the man\'s medical condition does not excuse him from obeying the law.', 'Yes, because the man\'s illness should be treated medically, not criminally.', 'No, because the man\'s disease does not justify his public intoxication.', 'No, because he was convicted not for being a chronic alcoholic but for the actions of being in public while drunk.', 'No, because the man\'s disease does not exempt him from societal rules and regulations.']","No, because he was convicted not for being a chronic alcoholic but for the actions of being in public while drunk.",I,Law,Law,Criminal Law,middle,false
